hsa_id,hsa_name,total_population,weighted_lat,weighted_lon
797,"Platte, WY",8612,42.1331,-104.9659
799,"Daggett, UT",783,40.8873,-109.5077
800,"Humboldt, CA",134541,40.6993,-123.8756
801,"San Miguel, NM - Mora, NM",36121,35.47426181,-104.8071619
802,"Santa Cruz, CA",264926,37.0562,-122.0018
803,"Mohave, AZ",220517,35.7041,-113.7579
804,"Weston, WY",6826,43.8404,-104.5677
805,"White Pine, NV",8735,39.4421,-114.9017
806,"Grant, OR",7209,44.4916,-119.0073
807,"Kern, CA",915075,35.3426,-118.7301
808,"Blaine, ID - Camas, ID",26075,43.41411567,-114.0157887
809,"Carbon, UT - Emery, UT",30563,39.43398606,-110.6254813
810,"Fergus, MT - Petroleum, MT",12134,47.25821788,-109.1886081
811,"Mendocino, CA",90244,39.4402,-123.3915
812,"Fremont, CO - Custer, CO",54881,38.43826086,-105.4326163
813,"Lemhi, ID",8249,44.9433,-113.9333
814,"Union, NM",4013,36.4816,-103.471
815,"Whatcom, WA",230503,48.8259,-121.7199
816,"Inyo, CA - Mono, CA",31887,37.09990873,-118.0193419
817,"Ketchikan Gateway Borough, AK - Wrangell-Petersburg Cen, AK",24980,55.90654948,-131.7711789
818,"Juneau City and Borough, AK - Sitka City and Borough, AK",46330,58.30349901,-134.6140043
819,"Fairbanks North Star Borough, AK - Denali/Yukon-Koyukuk, AK",109692,64.76056825,-146.6397255
820,"Anchorage (Anchorage), AK - Matanuska-Susitna Borough, AK",537040,61.38062011,-150.2452609
821,"Honolulu (Honolulu), HI - Maui, HI",1165735,21.40092644,-157.8608818
822,"Kauai, HI",73731,22.04,-159.5961
823,"Hawaii, HI",205769,19.5984,-155.5183
825,"Henry, GA - Forsyth, GA",838085,33.75706329,-84.1281765
826,"Cherokee, GA - Douglas, GA",642780,34.04121298,-84.65159401
827,"Newton (Covington), GA",118152,33.555,-83.8502
828,"Baldwin, GA",43642,33.0693,-83.2496
829,"Clarke (Athens), GA - Barrow, GA",394840,33.99851695,-83.47249278
830,"Richmond (South Augusta), GA - Columbia, GA",431256,33.41480663,-82.16640567
831,"Washtenaw, MI - Livingston, MI",565655,42.37426814,-83.86396916
832,"Lewis, WA - Pacific, WA",109148,46.57291977,-122.680941
833,"Orange, CA",3165820,33.7031,-117.7609
834,"Sonoma (Santa Rosa), CA",485040,38.529,-122.8882
851,"Mineral, WV - Hardy, WV",52080,39.23804704,-78.97343652
852,"Wicomico, MD - Worcester, MD",183436,38.29147029,-75.55456721
853,"Virginia Beach City, VA - Norfolk City, VA",1204702,36.763658,-76.25784348
854,"Bennington, VT",37269,43.0354,-73.0932
855,"McCracken, KY - Graves, KY",179574,36.96285812,-88.5782487
856,"Logan, WV - Mingo, WV",53960,37.78747762,-82.01865835
857,"Washington, VT - Windsor, VT",147768,43.94738857,-72.55560157
858,"Bradford, PA - Susquehanna, PA",103965,41.78132368,-76.25248497
859,"Providence (Providence), RI - Kent, RI",1017144,41.77915315,-71.572991
860,"Ohio (Wheeling), WV - Marshall, WV",93589,39.89312534,-80.65904986
861,"Berkeley, WV - Jefferson, WV",229665,39.41600638,-78.06241022
862,"Greenbrier, WV - Monroe, WV",44772,37.83997628,-80.479973
863,"Wood (Parkersburg), WV - Jackson, WV",151806,39.08252471,-81.46642629
864,"McKean, PA - Potter, PA",60519,41.76369706,-78.3622283
865,"Rockland, NY",341883,41.1525,-74.0242
866,"Mercer, WV - McDowell, WV",76506,37.39916767,-81.2385625
867,"Cabell (Huntington), WV - Wayne, WV",150805,38.31852492,-82.26598684
868,"York (York), PA - Adams, PA",569039,39.91095567,-76.8181368
869,"Montgomery, MD - Prince Georges, MD",2311356,38.92096425,-77.01055639
870,"Pendleton, WV",6043,38.6807,-79.3509
871,"Newport, RI",84657,41.5568,-71.2363
872,"Franklin, PA - Fulton, PA",171910,39.92723095,-77.75438378
873,"Carroll, VA - Grayson, VA",51170,36.70054119,-80.90473219
874,"Rockingham, NH",319082,42.9876,-71.1254
875,"Harford, MD - Cecil, MD",368717,39.56397509,-76.20995294
876,"Pike, PA",60621,41.332,-75.0338
877,"Windham, VT",45923,42.9906,-72.7139
878,"Claiborne, TN",32466,36.4859,-83.6604
879,"Strafford (Rochester), NH",132575,43.297,-71.0288
880,"Erie (Erie), PA - Warren, PA",306972,41.97051181,-79.93899076
881,"Columbia, NY - Greene, NY",108509,42.2616345,-73.84628062
882,"Henry, TN - Carroll, TN",77059,36.14409662,-88.3082831
883,"Pittsylvania (Danville), VA - Danville City, VA",102070,36.7227855,-79.40189752
884,"Essex, VT",5982,44.7275,-71.7359
885,"Hamilton (Chattanooga), TN - Marion, TN",422251,35.18478426,-85.20638741
886,"Beaufort, SC - Jasper, SC",227455,32.3930254,-80.77318065
887,"Shelby (Memphis), TN - Tipton, TN",1023993,35.20365128,-89.86528816
888,"Washington, VA - Smyth, VA",147212,36.77095386,-82.01563048
889,"Aiken, SC - Edgefield, SC",222157,33.54671011,-81.65726824
890,"Glynn, GA - Camden, GA",184862,31.12007981,-81.65765712
891,"Quitman, GA",2264,31.8673,-85.0188
892,"Escambia (Pensacola), FL - Okaloosa, FL",823942,30.67986885,-86.95794302
893,"Muscogee (Columbus), GA - Harris, GA",273698,32.51838652,-84.84862407
894,"Coweta, GA - Troup (La Grange), GA",255884,33.23723627,-84.84688177
895,"Bradley, TN - Polk, TN",128963,35.14935359,-84.81292694
896,"Carroll, GA - Haralson, GA",155854,33.6252349,-85.10613614
897,"Weakley, TN - Obion, TN",63469,36.32704056,-88.9245977
898,"Spartanburg (Spartanburg), SC - Cherokee, SC",431384,34.93124538,-81.91902825
899,"Johnson, TN",18196,36.4549,-81.8518
900,"Lincoln, TN",35946,35.1405,-86.589
901,"Hamilton (Cincinnati), OH - Butler, OH",1756224,39.25313109,-84.41592897
902,"Vanderburgh (Evansville), IN - Warrick, IN",323449,38.06685311,-87.50872554
903,"Lucas (Toledo), OH - Wood, OH",642316,41.56038322,-83.65041427
904,"Mason, WV",25043,38.7697,-82.0266
905,"Oneida, WI - Vilas, WI",77393,45.85169927,-89.48649535
906,"Polk, WI",45555,45.4614,-92.4414
907,"Douglas, WI",44229,46.4329,-91.9162
908,"La Crosse (La Crosse), WI - Monroe, WI",228584,43.92564389,-91.00933393
909,"Dubuque (Dubuque), IA - Jackson, IA",118420,42.42015307,-90.83203557
910,"Knox, IN - Daviess, IN",91649,38.65751354,-87.20033971
911,"Vigo (Terre Haute), IN - Clay, IN",185125,39.45250217,-87.34354993
912,"Marinette, WI - Florence, WI",46692,45.4296789,-88.06995894
913,"Daviess (Owensboro), KY - Ohio, KY",145531,37.68456152,-87.04025335
914,"Carroll, KY - Trimble, KY",19504,38.64377724,-85.21736769
915,"Fountain, IN - Warren, IN",25081,40.19716745,-87.27956003
916,"Scioto, OH - Ross, OH",176163,39.0776102,-83.03207786
917,"Des Moines, IA - Henry, IA",58491,40.94536169,-91.30564648
918,"Mercer, PA",109257,41.3022,-80.2577
919,"Crawford, WI",16042,43.2395,-90.931
920,"Marion, MO - Pike, MO",66520,39.68266731,-91.50145578
921,"Clinton, IA",46268,41.898,-90.532
922,"Clark, MO",6675,40.4103,-91.7384
923,"St. Croix, WI - Pierce, WI",138617,44.93735293,-92.44332237
924,"Hancock (Weirton), WV - Brooke, WV",50236,40.41425528,-80.57498513
925,"Bowie (Texarkana), TX",92115,33.4458,-94.4234
926,"Lauderdale, MS - Neshoba, MS",145572,32.45593693,-88.82066818
927,"Le Flore, OK - Sequoyah, OK",100596,35.17374858,-94.7719133
928,"Warren, MS - Claiborne, MS",51602,32.29350295,-90.86194542
929,"Adams, MS - Jefferson, MS",43493,31.52273958,-91.22227234
930,"Grayson (Sherman), TX - Fannin, TX",180663,33.61998201,-96.55976948
931,"Lamar, TX - Red River, TX",67718,33.6367446,-95.49000463
932,"Delaware, OK",41279,36.4082,-94.8026
933,"Washington, OK - Nowata, OK",62761,36.72772267,-95.86125465
934,"Lowndes, MS - Clay, MS",86246,33.46970385,-88.53011135
935,"Lipscomb, TX",2918,36.2776,-100.2731
936,"Pearl River, MS",57458,30.7688,-89.5896
937,"Gaines, TX - Andrews, TX",40842,32.54222407,-102.6363391
938,"Jasper (Joplin), MO - Newton, MO",219866,37.0759992,-94.34142018
939,"Minnehaha (Sioux Falls), SD - Lincoln, SD",325310,43.55528331,-96.8040173
940,"Cass (Fargo), ND - Richland, ND",242223,46.8892134,-97.28953014
941,"Olmsted (Rochester), MN - Winona, MN",356083,43.96399936,-92.43924314
942,"Dakota, NE - Thurston, NE",33526,42.36193343,-96.61065898
943,"Grant, KS - Stanton, KS",9267,37.56245394,-101.412726
944,"Cape Girardeau, MO - Butler, MO",275193,37.08483197,-89.91066569
945,"Dunklin, MO",27493,36.2721,-90.0909
946,"Howell, MO - Oregon, MO",56233,36.80946866,-91.74994645
947,"Yankton, SD - Clay, SD",53081,43.02467205,-97.38976665
948,"Goshen, WY - Niobrara, WY",14973,42.24108539,-104.3726103
949,"Grand Forks (Grand Forks), ND - Walsh, ND",96695,48.0607955,-97.55272561
950,"Campbell, WY - Crook, WY",54695,44.29458333,-105.4148564
951,"Texas, OK - Cimarron, OK",22992,36.74793859,-101.5892405
952,"Roberts, SD",10221,45.6296,-96.9461
953,"Buchanan (St. Joseph), MO - Nodaway, MO",149652,39.88479844,-94.72101478
954,"Todd, SD - Tripp, SD",20814,43.27052843,-100.2015712
955,"Red Willow, NE - Hitchcock, NE",13126,40.17589786,-100.5875592
956,"Pemiscot, MO",14958,36.2114,-89.7854
957,"Shannon, SD - Bennett, SD",3345,43.195,-101.664
958,"Martin, MN",19780,43.6744,-94.5511
959,"Perkins, SD - Harding, SD",4149,45.51534705,-102.7579547
960,"Clark, WA - Cowlitz, WA",633977,45.8563396,-122.5246006
961,"Asotin, WA - Garfield, WA",24820,46.21453366,-117.2354414
962,"Washoe (Reno), NV - Carson City, NV",725150,40.24047047,-119.5232602
963,"Colfax, NM",12322,36.6061,-104.6468
964,"Washington, UT - Kane, UT",211514,37.30321607,-113.3803472
965,"Grand, UT",9754,38.982,-109.5698
966,"Cache, UT",140046,41.7225,-111.7436
967,"Walla Walla, WA - Columbia, WA",66175,46.2339065,-118.4437889
968,"Malheur, OR",31954,43.1934,-117.6231
969,"Coos, OR - Curry, OR",88208,42.98425323,-124.0852175
970,"San Juan, UT",14483,37.626,-109.8046
971,"Laramie (Cheyenne), WY",101060,41.307,-104.6895
972,"Klickitat, WA - Skamania, WA",35813,45.92546779,-121.178894
973,"Jackson (Medford), OR - Josephine, OR",310824,42.41327759,-122.9631152
974,"McKinley, NM",70431,35.5807,-108.2618
975,"Albany, WY - Carbon, WY",52712,41.66544767,-106.0548916
976,"Whitman, WA",47003,46.9012,-117.523
977,"Sweetwater, WY",41542,41.6595,-108.8796
980,"Lawrence, OH",56819,38.5984,-82.5368
981,"Houston, MN",18653,43.6714,-91.4929
982,"Lee, IA",32893,40.642,-91.4793
983,"McCurtain, OK",30863,34.1154,-94.7713
984,"Pipestone, MN - Rock, MN",18905,43.84574561,-96.25585187
985,"La Plata, CO - Montezuma, CO",99799,37.30219229,-107.9471496
986,"San Juan, NM",120942,36.5085,-108.3206
